FREQ;Frequency;REF_AREA;Territory;DATA_TYPE;Indicator;SEX;Sex (DESC);AGE;Age (DESC);TIME_PERIOD;Observation;OBS_STATUS;Observation status
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2023-Q2;9.709534;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2023-Q3;9.953198;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2023-Q4;10.010667;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2024-Q1;10.319478;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2024-Q2;9.205811;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2024-Q3;8.126505;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2024-Q4;8.798036;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2025-Q1;10.094452;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y25-34;25-34 years;2025-Q2;9.701659;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2004-Q1;14.099614;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2004-Q2;13.477877;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2004-Q3;12.468988;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2004-Q4;14.221072;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2005-Q1;14.269682;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2005-Q2;12.914402;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2005-Q3;12.647578;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2005-Q4;14.194259;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2006-Q1;13.381865;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2006-Q2;11.593283;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2006-Q3;10.883792;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2006-Q4;12.473653;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2007-Q1;11.583267;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2007-Q2;10.287803;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2007-Q3;10.300401;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2007-Q4;12.042359;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2008-Q1;12.175396;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2008-Q2;11.498796;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2008-Q3;10.800131;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2008-Q4;12.505847;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2009-Q1;14.089947;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2009-Q2;13.345596;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2009-Q3;13.035401;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2009-Q4;15.7638;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2010-Q1;16.859506;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2010-Q2;15.585724;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2010-Q3;14.194466;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2010-Q4;16.500406;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2011-Q1;16.032207;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2011-Q2;14.743343;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2011-Q3;14.689939;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2011-Q4;17.940151;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2012-Q1;20.145194;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2012-Q2;19.361893;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2012-Q3;18.565901;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2012-Q4;21.981205;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2013-Q1;23.491444;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2013-Q2;22.559281;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2013-Q3;22.038634;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2013-Q4;24.895238;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2014-Q1;26.093497;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2014-Q2;23.451583;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2014-Q3;23.033736;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2014-Q4;25.349469;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2015-Q1;25.443551;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2015-Q2;23.923621;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2015-Q3;20.350296;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2015-Q4;23.094181;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2016-Q1;23.461373;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2016-Q2;21.44496;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2016-Q3;21.425651;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2016-Q4;23.768847;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2017-Q1;22.675395;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2017-Q2;20.809884;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2017-Q3;19.920967;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2017-Q4;21.389482;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2018-Q1;21.029853;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2018-Q2;19.382583;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2018-Q3;17.887692;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2018-Q4;20.535959;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2019-Q1;20.268774;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2019-Q2;18.087614;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2019-Q3;16.456824;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2019-Q4;18.072348;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2020-Q1;17.90313;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2020-Q2;15.385034;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2020-Q3;19.556509;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2020-Q4;18.718661;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2021-Q1;20.684963;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2021-Q2;18.061047;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2021-Q3;16.147331;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2021-Q4;16.678212;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2022-Q1;15.820024;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2022-Q2;13.858382;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2022-Q3;13.785108;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2022-Q4;14.300313;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2023-Q1;14.411584;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2023-Q2;12.764894;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2023-Q3;12.883091;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2023-Q4;13.460333;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2024-Q1;13.210744;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2024-Q2;11.785468;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2024-Q3;10.475013;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2024-Q4;11.542514;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2025-Q1;12.588521;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y15-34;15-34 years;2025-Q2;12.307347;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2018-Q1;10.336627;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2018-Q2;9.292585;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2018-Q3;7.965454;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2018-Q4;9.385817;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2019-Q1;9.923074;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2019-Q2;8.886621;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2019-Q3;8.385265;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2019-Q4;8.864583;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2020-Q1;8.567865;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2020-Q2;6.896039;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2020-Q3;8.94354;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2020-Q4;8.683571;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2021-Q1;9.184293;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2021-Q2;8.567267;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2021-Q3;7.932827;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2021-Q4;7.796191;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2022-Q1;7.606342;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2022-Q2;7.569378;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2022-Q3;7.399241;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2022-Q4;7.389326;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2023-Q1;7.703902;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2023-Q2;7.092678;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2023-Q3;7.117304;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2023-Q4;7.081789;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2024-Q1;7.463762;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2024-Q2;6.185151;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2024-Q3;5.395198;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2024-Q4;5.865485;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2025-Q1;6.008238;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-44;35-44 years;2025-Q2;6.263532;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2004-Q1;6.129021;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2004-Q2;5.095226;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2004-Q3;4.913583;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2004-Q4;5.489106;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2005-Q1;5.655625;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2005-Q2;5.206419;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2005-Q3;4.716196;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2005-Q4;5.540213;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2006-Q1;5.219182;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2006-Q2;4.525111;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2006-Q3;4.237092;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2006-Q4;4.799851;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2007-Q1;4.554718;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2007-Q2;4.135859;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2007-Q3;4.00729;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2007-Q4;4.86387;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2008-Q1;5.355571;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2008-Q2;5.253752;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2008-Q3;4.487615;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2008-Q4;5.288917;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2009-Q1;5.967433;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2009-Q2;5.487863;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2009-Q3;5.728823;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2009-Q4;6.427561;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2010-Q1;6.800887;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2010-Q2;6.414909;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2010-Q3;5.720879;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2010-Q4;6.303074;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2011-Q1;6.574458;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2011-Q2;5.865437;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2011-Q3;5.859996;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2011-Q4;7.325028;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2012-Q1;8.538485;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2012-Q2;8.155899;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2012-Q3;7.429186;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2012-Q4;9.005331;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2013-Q1;10.219054;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2013-Q2;9.812878;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2013-Q3;8.767796;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2013-Q4;9.637359;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2014-Q1;10.671381;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2014-Q2;9.989442;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2014-Q3;9.456133;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2014-Q4;10.738838;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2015-Q1;10.241887;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2015-Q2;9.640304;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2015-Q3;8.496836;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2015-Q4;9.565257;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2016-Q1;9.797944;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2016-Q2;9.71468;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2016-Q3;8.745837;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2016-Q4;9.894477;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2017-Q1;10.020174;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2017-Q2;9.085843;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2017-Q3;8.45941;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2017-Q4;9.354091;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2018-Q1;10.065868;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2018-Q2;8.935903;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2018-Q3;7.462476;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2018-Q4;8.830044;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2019-Q1;9.484678;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2019-Q2;8.325052;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2019-Q3;8.06843;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2019-Q4;8.497389;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2020-Q1;7.963687;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2020-Q2;6.703962;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2020-Q3;8.679051;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2020-Q4;8.188776;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2021-Q1;8.837715;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2021-Q2;7.83484;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2021-Q3;7.273633;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2021-Q4;7.624935;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2022-Q1;7.459628;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2022-Q2;7.183764;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2022-Q3;6.586469;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2022-Q4;6.61902;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2023-Q1;7.338852;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2023-Q2;6.604767;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2023-Q3;6.757806;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2023-Q4;6.727673;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2024-Q1;6.950392;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2024-Q2;5.816911;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2024-Q3;4.911276;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2024-Q4;5.202764;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2025-Q1;5.864908;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y35-49;35-49 years;2025-Q2;5.946907;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2018-Q1;8.648278;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2018-Q2;8.131433;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2018-Q3;6.584729;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2018-Q4;7.52439;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2019-Q1;8.140416;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2019-Q2;6.952157;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2019-Q3;6.680258;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2019-Q4;7.400246;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2020-Q1;6.762653;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2020-Q2;5.699556;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2020-Q3;7.563449;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2020-Q4;7.003146;;
Q;Quarterly;IT;Italy;UNEM_R;Unemployment rate;9;Total;Y45-54;45-54 years;2021-Q1;7.7736;;
