FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2021-Q1,59212.5,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2021-Q2,59137.9,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2021-Q3,59105.2,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2021-Q4,59077.2,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2022-Q1,59053.7,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2022-Q2,59012.1,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2022-Q3,58993.3,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2022-Q4,58995.7,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2023-Q1,58991.9,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2023-Q2,58972.4,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2023-Q3,58978.7,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2023-Q4,58993.9,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2024-Q1,58951.9,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2024-Q2,58943.4,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2024-Q3,58950.7,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2024-Q4,58964.8,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2025-Q1,58926.1,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
Q,Quarterly,IT,Italy,POP,Average population (for national accounts),N,Raw data,2025M10,Oct-2025,2025-Q2,58922.3,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,,
