FREQ;Frequency;REF_AREA;Territory;DATA_TYPE;Indicator;ADJUSTMENT;Adjustment (DESC);ECON_ACTIVITY_NACE_2007;Economic activity (NACE Rev. 2);TIME_PERIOD;Observation;OBS_STATUS;Observation status;NOTE_REF_AREA;Territory (NOTE_REF_AREA);NOTE_DATA_TYPE;Indicator (NOTE_DATA_TYPE);NOTE_ADJUSTMENT;Adjustment (NOTE_ADJUSTMENT);NOTE_ECON_ACTIVITY_NACE_2007;Economic activity (NACE Rev. 2) (NOTE_ECON_ACTIVITY_NACE_2007);NOTE_TIME_PERIOD;Time (NOTE_TIME_PERIOD);BASE_PER;Base year;UNIT_MEAS;Measure unit;UNIT_MULT;Multiplication unit
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2013-Q2;89.9;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2013-Q3;90.8;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2013-Q4;88.9;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2014-Q1;88.4;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2014-Q2;89.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2014-Q3;90.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2014-Q4;89.4;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2015-Q1;89;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2015-Q2;90.7;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2015-Q3;91.7;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2015-Q4;91.1;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2016-Q1;90.8;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2016-Q2;92.4;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2016-Q3;93.1;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2016-Q4;92.3;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2017-Q1;91.3;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2017-Q2;92.8;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2017-Q3;93.9;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2017-Q4;92.9;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2018-Q1;92.3;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2018-Q2;93.7;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2018-Q3;95.2;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2018-Q4;94.6;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2019-Q1;94.4;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2019-Q2;96.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2019-Q3;98.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2019-Q4;97.8;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2020-Q1;97.2;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2020-Q2;97.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2020-Q3;99.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2020-Q4;99;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2021-Q1;98;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2021-Q2;99.8;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2021-Q3;101.5;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2021-Q4;100.6;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2022-Q1;100.6;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2022-Q2;101.9;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2022-Q3;103.8;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2022-Q4;102.7;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
Q;Quarterly;IT;Italy;TOT_EMPL_2;Number of total payroll jobs index - quarterly data - base 2021=100;N;Raw data;E;Water supply sewerage, waste management and remediation activities;2023-Q1;102.4;;;;;TIPO_DATO7__TOT_EMPL_2_N1;Total Number of payroll jobs index - base 2021=100:  It is the objective of the index to measure the dynamic of the number of (filled) payroll jobs. A job is defined as a direct contract between an employee and a production unit (enterprise or private institution) in return for compensation, irrespective of the number of hours worked (full or part-time) and the duration of the contract (fixed or indefinite/permanent). Workers temporarily not at work during the reference period but with a formal attachment to their job are also included. A worker from a temporary employment agency is considered to be an employee of the temporary employment agency and not of the unit (customer) in which they work.;;;;;;;;;;;;
