REF_AREA,TIME_PERIOD,Observation,DATA_TYPE_AGGR,INSTITUTIONAL_SECTOR,Variable
IT,2021-Q3,42189,D1_D_W0,S13,Sector público en el PIB
IT,2021-Q4,53127.1,D1_D_W0,S13,Sector público en el PIB
IT,2022-Q1,42537.7,D1_D_W0,S13,Sector público en el PIB
IT,2022-Q2,44618.9,D1_D_W0,S13,Sector público en el PIB
IT,2022-Q3,42508.9,D1_D_W0,S13,Sector público en el PIB
IT,2022-Q4,53670.5,D1_D_W0,S13,Sector público en el PIB
IT,2023-Q1,43477.5,D1_D_W0,S13,Sector público en el PIB
IT,2023-Q2,45558.7,D1_D_W0,S13,Sector público en el PIB
IT,2023-Q3,43725.1,D1_D_W0,S13,Sector público en el PIB
IT,2023-Q4,55375.7,D1_D_W0,S13,Sector público en el PIB
IT,2024-Q1,45803.9,D1_D_W0,S13,Sector público en el PIB
IT,2024-Q2,47553.7,D1_D_W0,S13,Sector público en el PIB
IT,2024-Q3,45774.7,D1_D_W0,S13,Sector público en el PIB
IT,2024-Q4,58036.8,D1_D_W0,S13,Sector público en el PIB
IT,2025-Q1,46741.6,D1_D_W0,S13,Sector público en el PIB
IT,2025-Q2,48506.8,D1_D_W0,S13,Sector público en el PIB
IT,1999-Q1,1565.8,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q2,1592.2,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q3,1541.7,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q4,2129.3,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q1,1664.5,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q2,1717.4,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q3,1691.7,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q4,2276.5,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q1,1804.4,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q2,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q3,1781.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q4,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q1,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q2,1923.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q3,1878.1,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q4,2474,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q1,1968.7,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q2,2050,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q3,2101.4,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q4,2566.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q1,2090.3,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q2,2201.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q3,2011.1,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q4,2692.7,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q1,2102.6,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q2,2169.8,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q3,2075.3,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q4,3019.3,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q1,2297.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q2,2456.8,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q3,2330.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q4,2963.9,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q1,2322.5,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q2,2386.1,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q3,2280.7,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q4,3134.7,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q1,2432.3,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q2,2576.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q3,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q4,3099.4,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q1,2493.2,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q2,2521.6,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q3,2426.7,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q4,3042.5,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q1,2460.6,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q2,2582.7,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q3,2438,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q4,3038.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q1,2436.9,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q2,2478.6,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q3,2358.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q4,2910.9,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q1,2377.4,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q2,2420.6,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q3,2324.5,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q4,2853.4,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q1,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q2,2388,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q3,2292.1,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q4,2859.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q1,2299.7,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q2,2351.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q3,2243.1,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q4,2816.8,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q1,2297.8,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q2,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q3,2274.3,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q4,2827.4,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q1,2353.5,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q2,2400.2,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q3,2321,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q4,2847.2,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q1,2351.9,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q2,2410.1,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q3,2326.4,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q4,2856.6,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q1,2370.4,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q2,2446.3,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q3,2369,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q4,2919.3,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q1,2407.9,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q2,2486.6,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q3,2400.4,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q4,2946.2,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q1,2448,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q2,2531.4,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q3,2448.9,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q4,2996.7,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q1,2548.4,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q2,2641.9,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q3,2556.2,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q4,3091.5,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q1,2583.7,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q2,2677.9,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q3,2559.2,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q4,3102.2,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q1,2557.8,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q2,2650.3,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q3,2542,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q4,3100.9,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q1,2647.3,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q2,2758.7,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q1,1565.8,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q2,1592.2,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q3,1541.7,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q4,2129.3,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q1,1664.5,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q2,1717.4,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q3,1691.7,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q4,2276.5,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q1,1804.4,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q2,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q3,1781.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q4,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q1,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q2,1923.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q3,1878.1,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q4,2474,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q1,1968.7,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q2,2050,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q3,2101.4,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q4,2566.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q1,2090.3,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q2,2201.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q3,2011.1,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q4,2692.7,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q1,2102.6,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q2,2169.8,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q3,2075.3,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q4,3019.3,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q1,2297.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q2,2456.8,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q3,2330.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q4,2963.9,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q1,2322.5,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q2,2386.1,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q3,2280.7,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q4,3134.7,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q1,2432.3,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q2,2576.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q3,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q4,3099.4,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q1,2493.2,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q2,2521.6,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q3,2426.7,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q4,3042.5,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q1,2460.6,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q2,2582.7,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q3,2438,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q4,3038.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q1,2436.9,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q2,2478.6,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q3,2358.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q4,2910.9,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q1,2377.4,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q2,2420.6,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q3,2324.5,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q4,2853.4,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q1,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q2,2388,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q3,2292.1,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q4,2859.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q1,2299.7,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q2,2351.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q3,2243.1,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q4,2816.8,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q1,2297.8,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q2,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q3,2274.3,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q4,2827.4,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q1,2353.5,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q2,2400.2,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q3,2321,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q4,2847.2,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q1,2351.9,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q2,2410.1,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q3,2326.4,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q4,2856.6,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q1,2370.4,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q2,2446.3,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q3,2369,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q4,2919.3,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q1,2407.9,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q2,2486.6,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q3,2400.4,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q4,2946.2,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q1,2448,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q2,2531.4,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q3,2448.9,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q4,2996.7,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q1,2548.4,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q2,2641.9,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q3,2556.2,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q4,3091.5,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q1,2583.7,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q2,2677.9,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q3,2559.2,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q4,3102.2,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q1,2557.8,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q2,2650.3,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q3,2542,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q4,3100.9,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q1,2647.3,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q2,2750.7,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q3,2654.1,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q1,1565.8,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q2,1592.2,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q3,1541.7,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q4,2129.3,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q1,1664.5,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q2,1717.4,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q3,1691.7,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q4,2276.5,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q1,1804.4,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q2,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q3,1781.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q4,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q1,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q2,1923.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q3,1878.1,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q4,2474,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q1,1968.7,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q2,2050,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q3,2101.4,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q4,2566.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q1,2090.3,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q2,2201.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q3,2011.1,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q4,2692.7,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q1,2102.6,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q2,2169.8,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q3,2075.3,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q4,3019.3,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q1,2297.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q2,2456.8,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q3,2330.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q4,2963.9,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q1,2322.5,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q2,2386.1,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q3,2280.7,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q4,3134.7,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q1,2432.3,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q2,2576.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q3,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q4,3099.4,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q1,2493.2,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q2,2521.6,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q3,2426.7,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q4,3042.5,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q1,2460.6,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q2,2582.7,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q3,2438,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q4,3038.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q1,2436.9,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q2,2478.6,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q3,2358.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q4,2910.9,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q1,2377.4,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q2,2420.6,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q3,2324.5,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q4,2853.4,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q1,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q2,2388,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q3,2292.1,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q4,2859.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q1,2299.7,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q2,2351.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q3,2243.1,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q4,2816.8,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q1,2297.8,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q2,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q3,2274.3,D2_D_W0,S13,Sector público en el PIB
IT,2015-Q4,2827.4,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q1,2353.5,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q2,2400.2,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q3,2321,D2_D_W0,S13,Sector público en el PIB
IT,2016-Q4,2847.2,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q1,2351.9,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q2,2410.1,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q3,2326.4,D2_D_W0,S13,Sector público en el PIB
IT,2017-Q4,2856.6,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q1,2370.4,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q2,2446.3,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q3,2369,D2_D_W0,S13,Sector público en el PIB
IT,2018-Q4,2919.3,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q1,2407.9,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q2,2486.6,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q3,2400.4,D2_D_W0,S13,Sector público en el PIB
IT,2019-Q4,2946.2,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q1,2448,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q2,2531.4,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q3,2448.9,D2_D_W0,S13,Sector público en el PIB
IT,2020-Q4,2996.7,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q1,2541.9,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q2,2639.3,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q3,2547,D2_D_W0,S13,Sector público en el PIB
IT,2021-Q4,3109.9,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q1,2560.7,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q2,2664.7,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q3,2552.7,D2_D_W0,S13,Sector público en el PIB
IT,2022-Q4,3131.9,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q1,2614.7,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q2,2729.3,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q3,2641.9,D2_D_W0,S13,Sector público en el PIB
IT,2023-Q4,3227.1,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q1,2775.9,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q2,2875.4,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q3,2788,D2_D_W0,S13,Sector público en el PIB
IT,2024-Q4,3428.7,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q1,1565.8,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q2,1592.2,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q3,1541.7,D2_D_W0,S13,Sector público en el PIB
IT,1999-Q4,2129.3,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q1,1664.5,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q2,1717.4,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q3,1691.7,D2_D_W0,S13,Sector público en el PIB
IT,2000-Q4,2276.5,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q1,1804.4,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q2,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q3,1781.7,D2_D_W0,S13,Sector público en el PIB
IT,2001-Q4,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q1,1867.7,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q2,1923.2,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q3,1878.1,D2_D_W0,S13,Sector público en el PIB
IT,2002-Q4,2474,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q1,1968.7,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q2,2050,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q3,2101.4,D2_D_W0,S13,Sector público en el PIB
IT,2003-Q4,2566.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q1,2090.3,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q2,2201.9,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q3,2011.1,D2_D_W0,S13,Sector público en el PIB
IT,2004-Q4,2692.7,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q1,2102.6,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q2,2169.8,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q3,2075.3,D2_D_W0,S13,Sector público en el PIB
IT,2005-Q4,3019.3,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q1,2297.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q2,2456.8,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q3,2330.2,D2_D_W0,S13,Sector público en el PIB
IT,2006-Q4,2963.9,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q1,2322.5,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q2,2386.1,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q3,2280.7,D2_D_W0,S13,Sector público en el PIB
IT,2007-Q4,3134.7,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q1,2432.3,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q2,2576.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q3,2410.2,D2_D_W0,S13,Sector público en el PIB
IT,2008-Q4,3099.4,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q1,2493.2,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q2,2521.6,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q3,2426.7,D2_D_W0,S13,Sector público en el PIB
IT,2009-Q4,3042.5,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q1,2460.6,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q2,2582.7,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q3,2438,D2_D_W0,S13,Sector público en el PIB
IT,2010-Q4,3038.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q1,2436.9,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q2,2478.6,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q3,2358.7,D2_D_W0,S13,Sector público en el PIB
IT,2011-Q4,2910.9,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q1,2377.4,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q2,2420.6,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q3,2324.5,D2_D_W0,S13,Sector público en el PIB
IT,2012-Q4,2853.4,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q1,2354.5,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q2,2388,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q3,2292.1,D2_D_W0,S13,Sector público en el PIB
IT,2013-Q4,2859.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q1,2299.7,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q2,2351.4,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q3,2243.1,D2_D_W0,S13,Sector público en el PIB
IT,2014-Q4,2816.8,D2_D_W0,S13,Sector público en el PIB
